-3.575514552	-4.905477646
-3.935132964	-4.916392037
-6.326884081	-5.897012873
-4.111304589	-5.02878742
-5.110529951	-5.157427958
-5.293393021	-5.204083763
-4.779958546	-4.299441813
-4.746009388	-4.714968118
-4.351551164	-5.915785295
-5.151046464	-5.589980461
-4.415163183	-4.582577406
-5.094899955	-5.461283379
-5.472937504	-4.628784849
-4.296428496	-5.252018131
-5.475242628	-5.242019103
-5.013797009	-4.719662074
-5.00332332	-5.232855311
-4.385929465	-4.442984293
-4.013613901	-4.706912654
-4.619451105	-4.171419159
-4.673115231	-5.13112084
-4.05196138	-4.784610948
-3.855740526	-4.371956787
-4.303971249	-4.592824261
-4.47436114	-4.549152695
-4.809397853	-4.844619733
-5.308455198	-4.520410562
-3.953483744	-5.123490536
-4.862635594	-4.991413373
-5.42421988	-4.399130776
-5.633174548	-5.048690437
-4.387883463	-5.215142181
-3.694953778	-4.35590209
-4.051953134	-6.010206324
-4.517402134	-4.675201441
-4.599205302	-5.741601956
-4.384196449	-4.723697515
-3.979382303	-4.604118681
-4.646260752	-4.830555509
-4.129350757	-5.042480119
-4.115655646	-4.364330302
-3.627784894	-4.868258566
-3.67626528	-5.210114802
-4.346416697	-4.48229172
-4.817254061	-4.394744316
-4.717394309	-4.653436891
-4.285075526	-4.935993192
-5.825523709	-4.915425395
-3.952730437	-4.696192215
-4.484901024	-4.935364763
-4.533814603	-4.839877908
-4.717822266	-4.684654207
-5.013370615	-5.119361883
-4.681699855	-4.882902768
-4.942550974	-4.655997676
-5.223700524	-4.960945104
-3.965683332	-4.767330922
-4.282622143	-3.907941678
-5.185267036	-4.48953825
-6.65903041	-4.892217434
-3.915189369	-4.374602538
-3.929498245	-4.544965282
-4.373046871	-4.974432016
-3.420792643	-4.872829208
-3.854649087	-4.952525843
-4.56183829	-4.279087547
-5.34537439	-5.124720753
-5.563617231	-4.333393672
-5.305268719	-3.874938981
-4.994826266	-4.666165279
-4.432255652	-4.640808454
-5.297018764	-4.875701807
-4.69408934	-4.934348927
-3.428707199	-4.797030495
-4.291989929	-4.845194864
-3.959830177	-5.352925889
-3.465215238	-5.555718603
-5.511016044	-4.610525292
-6.854624325	-3.829974575
-3.872463932	-4.859516071
-5.076782114	-5.002446876
-5.382683717	-5.183527542
-5.844078316	-4.567914397
-5.04986532	-4.907715306
-4.700065476	-4.780712398
-5.274063968	-4.522073502
-3.783876717	-4.458104161
-4.205310575	-5.134708936
-4.599043788	-4.550973155
-4.255756894	-4.733237021
-4.907204651	-4.564309392
-5.497818231	-4.48097884
-4.150245666	-4.777238074
-4.082850169	-5.318814671
-3.839946691	-5.215961463
-4.229436799	-4.930649397
-4.100200996	-5.032697144
-4.30681868	-4.961266795
-3.793246245	-4.928197009
-3.706497408	-4.805888038
-4.370775171	-4.822686781
-4.195462488	-4.736430029
-3.693410356	-4.462655302
-4.4835626	-4.678993451
-5.025284331	-5.054349118
-4.971178236	-4.652124329
-5.850333989	-4.875342286
-5.581450762	-5.227263536
-3.544442521	-5.016406672
-5.031724507	-4.179742513
-3.349677653	-4.913179357
-4.029983484	-4.843892031
-4.370865981	-5.247871268
-4.565413753	-4.43086356
-5.593094831	-4.754963881
-4.327949603	-4.897686202
-4.710636906	-4.556707551
-3.936203362	-5.06120297
-4.102053824	-4.759571126
-5.878861529	-5.259528904
-4.99437236	-5.105783733
-5.756599718	-4.531197695
-5.652593044	-4.591440786
-5.734690578	-4.415992977
-3.966358766	-4.909156794
-3.820032591	-5.795865478
-3.78679179	-5.079703753
-5.054761642	-4.905815461
-4.614989983	-5.094488403
-3.434597355	-4.840922368
-4.988306826	-4.564841959
-4.057244988	-4.198999679
-4.220943268	-4.611072009
-5.217684969	-4.5632432
-3.784149261	-4.755480673
-3.651864332	-4.946460597
-5.122389597	-4.928072752
-3.955241355	-4.550139906
-4.276013733	-4.839509618
-3.570661869	-4.88671954
-3.811495419	-4.952110758
-4.726489283	-4.279417097
-4.069583266	-4.634635577
-3.2082864	-4.493566072
-3.772407785	-4.591756118
-4.974649505	-5.071945559
-3.851487636	-5.909999484
-5.17339753	-4.462261885
-4.995970343	-3.844864132
-4.76181608	-4.663775111
-3.659947436	-4.835359203
-4.471795332	-4.775805399
-5.691218336	-4.646271331
-4.269756618	-4.954882818
-4.472368453	-4.309108482
-4.450029274	-5.630840999
-3.93139338	-5.11100387
-4.874312623	-4.626164268
-3.638613454	-4.809837224
-4.541573694	-5.141047899
-5.998184263	-4.98924689
-4.458416867	-4.374282408
-4.251701479	-4.64214365
-5.232018371	-4.551114421
-4.343681334	-5.154209327
-5.259739354	-4.957743166
-4.38346998	-4.459314665
-3.734884477	-4.450487358
